id,card_no,name,package_name,rarity,cost,attribute,pp_value,dp_value,signal_color,card_types,features,effect,image_url
BP02-082,BP02-082,落木惊堂,BP02-星海时溯,C,1,无,,,红,战术牌 / 普通战术牌,信号球·红,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·选择我方战场最多1张角色，直到回合结束为止，其DP+1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP02-082.png
BP02-083,BP02-083,纯白的救赎,BP02-星海时溯,C,1,无,,,红,战术牌 / 普通战术牌,信号球·红,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·选择我方战场最多1张角色，直到回合结束为止，其DP+1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP02-083.png
BP02-084,BP02-084,黑与白,BP02-星海时溯,C,1,无,,,红,战术牌 / 普通战术牌,信号球·红,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·选择我方战场最多1张角色，直到回合结束为止，其DP+1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP02-084.png
BP02-085,BP02-085,折影虚暮,BP02-星海时溯,C,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP02-085.png
BP02-086,BP02-086,灯塔,BP02-星海时溯,C,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP02-086.png
BP02-087,BP02-087,写给繁星的情书,BP02-星海时溯,C,1,无,,,蓝,战术牌 / 普通战术牌,信号球·蓝,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·抽1张牌。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP02-087.png
BP02-088,BP02-088,琥珀,BP02-星海时溯,C,1,无,,,黄,战术牌 / 普通战术牌,信号球·黄,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·若我方侵蚀计数不小于对方，我方侵蚀计数-1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP02-088.png
BP02-089,BP02-089,过往与未来,BP02-星海时溯,C,1,无,,,黄,战术牌 / 普通战术牌,信号球·黄,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·若我方侵蚀计数不小于对方，我方侵蚀计数-1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP02-089.png
BP02-090,BP02-090,午后休憩,BP02-星海时溯,C,1,无,,,黄,战术牌 / 普通战术牌,信号球·黄,"使用后将该牌放置到我方信号球区最上方，抽1张牌。
【充能自】：从以下2项选择1项。
·若我方侵蚀计数不小于对方，我方侵蚀计数-1。
·选择我方战场最多1张角色，直到回合结束为止，其PP+2000。",/card-images/BP02-090.png
BP03-001,BP03-001,露西亚·誓焰,BP03-誓焰破晓,SR,8,火,7,1,,角色牌 / 升变角色牌,露西亚 / 灰鸦小队·高级,"【升变条件】战场或浮空模式的费用8以下的《露西亚·誓焰》＆「费用上限8及以上」
【升变费用】3费
【升变能力】将手牌的该牌重叠在对象上方出场，获得【速攻】
【起】：若我方战场的角色只存在《露西亚·誓焰》，将该牌【浮空】。
【出】：该牌从处理区出场或将浮空模式的角色作为升变对象升变出场时，从以下2项选择最多1项。若我方侵蚀计数为4及以上，改为选择最多2项。
·直到下个回合结束为止，该牌PP+1000，DP+1。
·若该牌为升变出场且我方战场的角色少于对方战场的角色，可以消除2同色信号球。若如此做，选择对方战场任意数量的费用合计为8及以下的角色，将其破坏。",/card-images/BP03-001.png
BP03-002,BP03-002,露西亚·誓焰,BP03-誓焰破晓,R,7,火,9,2,,角色牌,露西亚 / 灰鸦小队·高级,"【起】【5费】：若我方战场的角色只存在《露西亚·誓焰》，将手牌的该牌【浮空】。（若我方处理区不存在浮空模式的卡牌，将该牌放置到处理区变为浮空模式。其操控玩家下个回合开始时，将该牌从处理区出场）
【永】：【速攻】。",/card-images/BP03-002.png
BP03-003,BP03-003,露西亚·誓焰,BP03-誓焰破晓,SR,7,火,5.5,1,,角色牌 / 升变角色牌,露西亚 / 灰鸦小队·高级,"【升变条件】费用6以下的《露西亚·誓焰》＆「我方战场的角色为3张及以下」
【升变费用】3费
【升变能力】将手牌的该牌重叠在对象上方出场
【出】：直到回合结束为止，该牌可以攻击对方玩家。
【起】【回合1】：若我方战场的角色只存在《露西亚·誓焰》，将竖直状态的该牌【浮空】。可以追加消除【2任意信号球icon】。若如此做，选择我方战场1张《露西亚·誓焰》，直到回合结束为止，其获得【速攻】，PP+1000。（若未将该牌【浮空】则无法执行后续行动）",/card-images/BP03-003.png
BP03-004,BP03-004,露西亚·誓焰,BP03-誓焰破晓,SR,6,火,8,2,,角色牌,露西亚 / 灰鸦小队·高级,"【永】：使用该牌时，若我方费用区存在暗费，该牌的费用-2。（仅在使用该牌时费用-2）
【出】：若我方处理区存在浮空模式的《露西亚·誓焰》，可以丢弃手牌2张火属性的牌。若如此做，从以下2项选择1项。
·选择我方处理区1张浮空模式的《露西亚·誓焰》，将其出场。
·选择对方战场1张PP为4000及以下的角色，将其破坏。",/card-images/BP03-004.png
BP03-005,BP03-005,露西亚·誓焰,BP03-誓焰破晓,R,6,火,8,2,,角色牌,露西亚 / 灰鸦小队·高级,"【出】：选择我方战场其他1张《露西亚·誓焰》，可以将其【浮空】。（若我方处理区不存在浮空模式的卡牌，将选择的牌放置到处理区变为浮空模式。其操控玩家下个回合开始时，将其从处理区出场）
【自】【回合1】：我方1张《露西亚·誓焰》从处理区出场或将浮空模式的角色作为升变对象升变出场时，可以消除【2任意信号球icon】。若如此做，直到回合结束为止，该牌获得【速攻】，PP+1000。",/card-images/BP03-005.png
BP03-006,BP03-006,露西亚·誓焰,BP03-誓焰破晓,U,5,火,6,2,,角色牌,露西亚 / 灰鸦小队·高级,"【起】【1费】：若我方战场的角色只存在《露西亚·誓焰》，将该牌【浮空】。（若我方处理区不存在浮空模式的卡牌，将该牌放置到处理区变为浮空模式。其操控玩家下个回合开始时，将该牌从处理区出场）
【出】：抽1张牌，丢弃1张手牌。",/card-images/BP03-006.png
BP03-007,BP03-007,露西亚·誓焰,BP03-誓焰破晓,R,5,火,7,2,,角色牌,露西亚 / 灰鸦小队·高级,【自】：该牌攻击结束时，若我方战场的角色只存在《露西亚·誓焰》，可以将该牌【浮空】。（若我方处理区不存在浮空模式的卡牌，将该牌放置到处理区变为浮空模式。其操控玩家下个回合开始时，将该牌从处理区出场）,/card-images/BP03-007.png
BP03-008,BP03-008,露西亚·誓焰,BP03-誓焰破晓,U,4,火,4,1,,角色牌,露西亚 / 灰鸦小队·高级,"【起】【1费】：若我方战场的角色只存在《露西亚·誓焰》，将该牌【浮空】。（若我方处理区不存在浮空模式的卡牌，将该牌放置到处理区变为浮空模式。其操控玩家下个回合开始时，将该牌从处理区出场）
【永】：【充能0】。",/card-images/BP03-008.png
BP03-009,BP03-009,露西亚·誓焰,BP03-誓焰破晓,U,4,火,4,1,,角色牌,露西亚 / 灰鸦小队·高级,【永】：若我方处理区存在浮空模式的角色，该牌基本DP变为1。,/card-images/BP03-009.png
BP03-010,BP03-010,旋光灿昼,BP03-誓焰破晓,R,3,火,,,,战术牌 / 瞬时战术牌,,【瞬时】：选择我方处理区1张浮空模式的《露西亚·誓焰》，将其以横置状态出场。若我方战场的角色少于对方战场的角色，改为将其出场。,/card-images/BP03-010.png
BP03-011,BP03-011,烈羽扬锋,BP03-誓焰破晓,U,2,火,,,,战术牌 / 瞬时战术牌,,【瞬时】：对方回合中，若我方战场的角色只存在《露西亚·誓焰》，选择我方战场1张《露西亚·誓焰》，将其【浮空】。（若我方处理区不存在浮空模式的卡牌，将选择的牌放置到处理区变为浮空模式。其操控玩家下个回合开始时，将其从处理区出场）,/card-images/BP03-011.png
BP03-012,BP03-012,七实·芒星之迹,BP03-誓焰破晓,SR,7,雷,15,2,,角色牌 / 升变角色牌,七实 / 机械教会,"【升变条件】 费用7以下的《七实·芒星之迹》＆「信号球区的牌7张及以上」
【升变费用】【3费】
【升变能力】将手牌的该牌重叠在对象上方出场，获得【突进】
【出】：可以将信号球区所有牌放置到墓地。若因此方法将7张及以上的牌放置到墓地，执行以下行动。（根据任意顺序执行）
·直到回合结束为止，该牌基本PP变为7777，可以选择竖直状态的角色作为攻击对象，获得【贯通】。
·选择对方战场最多1张角色，直到回合结束为止，其PP变为70。",/card-images/BP03-012.png
BP03-013,BP03-013,七实·芒星之迹,BP03-誓焰破晓,SR,7,雷,9,1,,角色牌 / 升变角色牌,七实 / 机械教会,"【升变条件】 费用7以下的《七实·芒星之迹》＆「费用上限7及以上」
【升变费用】【3费】
【升变能力】将手牌的该牌重叠在对象上方出场，获得【速攻】
【自】：该牌攻击时，可以将我方手牌最多2张雷属性的牌以背面表示放置到信号球区最下方。若如此做，抽1张牌。直到回合结束为止，该牌基本PP变为7777。
【起】【回合1】：可以将信号球区最上方3张牌放置到墓地。若如此做，选择我方战场1张《七实·芒星之迹》，直到回合结束为止，其获得【速攻】。",/card-images/BP03-013.png
BP03-014,BP03-014,七实·芒星之迹,BP03-誓焰破晓,R,5,雷,8,2,,角色牌,七实 / 机械教会,"【出】：若我方战场的角色只存在《七实·芒星之迹》，从以下2项选择1项。
·若我方信号球区的牌为7张以下，可以将我方牌组顶2张牌以背面表示放置到信号球区最下方。
·若我方信号球区的牌为7张及以上，可以将信号球区最上方4张牌放置到墓地。若如此做，直到回合结束为止，该牌获得【突进】【贯通】，基本PP变为7777。",/card-images/BP03-014.png
BP03-015,BP03-015,七实·芒星之迹,BP03-誓焰破晓,U,6,雷,8,2,,角色牌,七实 / 机械教会,"【出】：若因该牌的使用代价支付过暗费，直到回合结束为止，该牌获得【突进】。
【自】：该牌攻击时，若我方信号球区的牌为7张以下，可以将我方牌组顶2张牌以背面表示放置到信号球区最下方。",/card-images/BP03-015.png
BP03-016,BP03-016,七实·芒星之迹,BP03-誓焰破晓,U,5,雷,6,2,,角色牌,七实 / 机械教会,【出】：若我方信号球区的牌为7张及以上，可以将信号球区最上方2张牌放置到墓地。若如此做，直到回合结束为止，该牌获得【速攻】。,/card-images/BP03-016.png
BP03-017,BP03-017,七实·芒星之迹,BP03-誓焰破晓,R,5,雷,3.5,2,,角色牌,七实 / 机械教会,【出】：可以将我方最多1张手牌以背面表示放置到信号球区最下方。若如此做，公开我方牌组顶4张牌，选择其中最多1张《七实·芒星之迹》加入手牌，将剩余的牌按任意顺序放置到牌组底。,/card-images/BP03-017.png
BP03-018,BP03-018,七实·芒星之迹,BP03-誓焰破晓,U,4,雷,4,1,,角色牌,七实 / 机械教会,【自】：该牌攻击时，若我方信号球区的牌为7张及以上，直到回合结束为止，该牌PP+2000。,/card-images/BP03-018.png
BP03-019,BP03-019,七实·芒星之迹,BP03-誓焰破晓,U,4,雷,4,2,,角色牌,七实 / 机械教会,"【永】：【充能0】。
【出】：可以将我方最多1张手牌以背面表示放置到信号球区最下方。若如此做，抽1张牌。",/card-images/BP03-019.png
BP03-020,BP03-020,七实·芒星之迹,BP03-誓焰破晓,U,3,雷,2,1,,角色牌,七实 / 机械教会,【自】：该牌因战斗被破坏时，若我方信号球区的牌为7张以下，可以将该牌以背面表示放置到信号球区最下方。,/card-images/BP03-020.png
BP03-021,BP03-021,鮟棘,BP03-誓焰破晓,U,3,雷,,,,道具牌 / 辅助机牌,,【起】横置该牌：若我方信号球区的牌为7张以下，公开我方牌组顶1张牌。若其为《七实·芒星之迹》或《鮟棘》，将其以背面表示放置到信号球区最下方。,/card-images/BP03-021.png
BP03-022,BP03-022,星芒构解,BP03-誓焰破晓,R,3,雷,,,,战术牌 / 普通战术牌,,选择我方战场1张《七实·芒星之迹》，直到回合结束为止，其可以选择费用为4及以下的竖直状态的角色作为攻击对象。,/card-images/BP03-022.png
BP03-023,BP03-023,里·超刻,BP03-誓焰破晓,SR,9,火,6.5,2,,角色牌 / 升变角色牌,里 / 灰鸦小队·高级,"【升变条件】 费用9以下的《里·超刻》&「费用上限9及以上」
【升变代价】【4费】
【升变能力】 将手牌的该牌重叠在对象上方出场，获得【速攻】
【自】：该牌攻击结束时，若该牌攻击的充能步骤中充能持有【充能自icon】的卡牌，可以消除【2任意信号球icon】。若如此做，选择对方战场1张PP为5000及以下的角色，将其破坏。
【充能自】：若为《里·超刻》的攻击充能，可以将该牌无视【升变条件「费用上限9及以上」】，升变代价变为【3费】从处理区升变出场。",/card-images/BP03-023.png
BP03-024,BP03-024,里·超刻,BP03-誓焰破晓,R,9,火,9,2,,角色牌,里 / 灰鸦小队·高级,"【出】：直到回合结束为止，该牌可以攻击对方玩家。
【充能自】：《里·超刻》的该【充能自icon】能力每回合最多发动1次。若我方战场的角色只存在《里·超刻》，可以丢弃手牌3张《里·超刻》。若如此做，将该牌从处理区出场。该回合结束时，将该牌从战场放置到牌组底。",/card-images/BP03-024.png
BP03-025,BP03-025,里·超刻,BP03-誓焰破晓,SR,7,火,6,2,,角色牌 / 升变角色牌,里 / 灰鸦小队·高级,"【升变条件】 费用6以下的《里·超刻》&「费用上限6及以上」
【升变代价】【3费】
【升变能力】 将手牌的该牌重叠在对象上方出场，获得【速攻】
【自】：该牌攻击时，可以查看我方牌组顶最多1张牌，选择其中最多1张牌放置到牌组顶，将剩余的牌按任意顺序放置到牌组底。
【出】：抽1张牌。可以公开我方手牌最多1张《里·超刻》，将其放置到牌组顶。",/card-images/BP03-025.png
BP03-026,BP03-026,里·超刻,BP03-誓焰破晓,R,6,火,8,1,,角色牌,里 / 灰鸦小队·高级,"【永】：使用该牌时，若该回合中我方在《里·超刻》攻击的充能步骤中充能持有【充能自icon】的卡牌，该牌的费用-2。（仅在使用该牌时费用-2）
【永】：【速攻】。",/card-images/BP03-026.png
BP03-027,BP03-027,里·超刻,BP03-誓焰破晓,U,5,火,9,2,,角色牌,里 / 灰鸦小队·高级,"【出】：公开我方牌组顶1张牌，若其为持有【充能自icon】的牌，直到回合结束为止，该牌可以攻击对方玩家。
【起】【回合1】丢弃手牌1张《里·超刻》：直到回合结束为止，该牌获得【充能+1icon】。",/card-images/BP03-027.png
BP03-028,BP03-028,里·超刻,BP03-誓焰破晓,R,5,火,7,2,,角色牌,里 / 灰鸦小队·高级,"【充能自】：若为《里·超刻》的攻击充能，可以将该牌从处理区放置到墓地并消除【黄色信号球icon】。若如此做，从以下2项选择1项。
·选择我方战场1张《里·超刻》，直到回合结束为止，其获得【速攻】。
·选择我方战场1张《里·超刻》，该回合结束时，将其竖直。",/card-images/BP03-028.png
BP03-029,BP03-029,里·超刻,BP03-誓焰破晓,U,5,火,6,2,,角色牌,里 / 灰鸦小队·高级,【自】：该牌攻击时，可以公开我方手牌最多1张《里·超刻》，将其放置到牌组顶。,/card-images/BP03-029.png
BP03-030,BP03-030,里·超刻,BP03-誓焰破晓,U,4,火,4,1,,角色牌,里 / 灰鸦小队·高级,【出】：公开我方牌组顶1张牌，若其为持有【充能自icon】的牌，直到下个回合结束为止，该牌PP+1500。,/card-images/BP03-030.png
BP03-031,BP03-031,里·超刻,BP03-誓焰破晓,U,4,火,4,1,,角色牌,里 / 灰鸦小队·高级,【永】：若我方战场的角色只存在《里·超刻》，该牌基本DP变为1。,/card-images/BP03-031.png
BP03-032,BP03-032,超宏爆发,BP03-誓焰破晓,R,5,火,,,,战术牌 / 普通战术牌,,"若我方战场的角色只存在《里·超刻》，选择对方战场1张PP为7000及以下的角色，将其放置到对方牌组底。
【充能自】：若我方战场的角色只存在《里·超刻》，可以将该牌从处理区放置到墓地并支付【3费 icon】。若如此做，选择对方战场1张角色，将其放置到对方牌组底。",/card-images/BP03-032.png
BP03-033,BP03-033,时隧之钥-斯托克斯,BP03-誓焰破晓,U,3,火,12,,,道具牌 / 装备牌,复合兵装,"（使用后可在主要阶段放置在装备角色下方，每张角色只能装备1张装备）
【永】：若装备角色为《里·超刻》，其获得【充能+1icon】。",/card-images/BP03-033.png
BP03-034,BP03-034,罗塞塔·凛冽,BP03-誓焰破晓,SR,7,物理,9,2,,角色牌,罗塞塔 / 守林人,"【永】 ：若我方战场的角色只存在《罗塞塔·凛冽》，该牌获得【速攻】。
【出】：根据该回合中我方已使用的卡牌的张数，执行以下行动。
·1张：选择我方战场1张《冈格尼尔》，选择我方最多1张手牌放置到其下方。
·2张：直到回合结束为止，我方使用的下1张《罗塞塔·凛冽》的费用-4。
·3张：可以消除【2任意信号球icon】。若如此做，选择对方战场1张角色，将其返回手牌。",/card-images/BP03-034.png
BP03-035,BP03-035,罗塞塔·凛冽,BP03-誓焰破晓,SR,6,物理,8,2,,角色牌,罗塞塔 / 守林人,"【出】 ：抽1张牌。可以将该回合中我方已使用的卡牌的张数视为增加1张。
【自】 ：我方回合结束时，若我方战场的角色只存在《罗塞塔·凛冽》，直到下个回合结束为止，该牌PP+1000。",/card-images/BP03-035.png
BP03-036,BP03-036,罗塞塔·凛冽,BP03-誓焰破晓,U,6,物理,9,2,,角色牌,罗塞塔 / 守林人,【永】 ：使用该牌时，若该牌为该回合中我方使用的第3张牌，该牌的费用-2。（仅在使用该牌时费用-2）,/card-images/BP03-036.png
BP03-037,BP03-037,罗塞塔·凛冽,BP03-誓焰破晓,U,5,物理,5,2,,角色牌,罗塞塔 / 守林人,【出】 ：公开我方牌组顶4张牌，选择其中最多1张《罗塞塔·凛冽》或《冈格尼尔》加入手牌，将剩余的牌按任意顺序放置到牌组底。,/card-images/BP03-037.png
BP03-038,BP03-038,罗塞塔·凛冽,BP03-誓焰破晓,U,5,物理,6,2,,角色牌,罗塞塔 / 守林人,【出】 ：若该牌为该回合中我方使用的第3张牌，直到下个回合结束为止，该牌获得【突进】，PP+1500。,/card-images/BP03-038.png
BP03-039,BP03-039,罗塞塔·凛冽,BP03-誓焰破晓,R,4,物理,4,2,,角色牌,罗塞塔 / 守林人,"【永】 ：【充能0】。
【自】 ：我方回合结束时，若该回合中我方已使用的卡牌的张数为3张，抽1张牌。",/card-images/BP03-039.png
BP03-040,BP03-040,罗塞塔·凛冽,BP03-誓焰破晓,U,3,物理,3,1,,角色牌,罗塞塔 / 守林人,【自】 ：该牌攻击时，若该回合中我方已使用的卡牌的张数为3张，直到下个回合结束为止，该牌PP+1000，DP+1。,/card-images/BP03-040.png
BP03-041,BP03-041,罗塞塔·凛冽,BP03-誓焰破晓,U,3,物理,2,1,,角色牌,罗塞塔 / 守林人,【出】 ：可以将该回合中我方已使用的卡牌的张数视为增加1张。,/card-images/BP03-041.png
BP03-042,BP03-042,冈格尼尔,BP03-誓焰破晓,R,3,物理,0.5,,,道具牌 / 装备牌,枪盾,"【起】【回合1】：若该牌未被装备且该回合中我方已使用的卡牌的张数为3张，从以下2项选择1项。
·若我方战场的角色只存在《罗塞塔·凛冽》，选择我方手牌或战场1张物理属性的牌，将其放置到该牌下方。
·若该牌下方的牌为3张及以上，可以将该牌下方的所有牌放置到墓地并消除2同色信号球。若如此做，将对方战场所有横置状态的角色破坏。",/card-images/BP03-042.png
BP03-043,BP03-043,涤罪之枪,BP03-誓焰破晓,R,5,物理,,,,战术牌 / 普通战术牌,,"【永】：使用该牌时，若该牌为该回合中我方使用的第3张牌，该牌的费用-1。
若我方战场存在《罗塞塔·凛冽》，选择对方战场1张PP为7000及以下的角色，将其返回手牌。",/card-images/BP03-043.png
BP03-044,BP03-044,凛冽之心,BP03-誓焰破晓,U,3,物理,,,,战术牌 / 普通战术牌,,"抽1张牌。从以下2项选择1项。
·可以将该回合中我方已使用的卡牌的张数视为增加1张。
·若该牌为该回合中我方使用的第3张牌，选择我方战场1张《罗塞塔·凛冽》，将其竖直。",/card-images/BP03-044.png
BP03-045,BP03-045,艾拉·万华,BP03-誓焰破晓,SR,10,冰,6,2,,角色牌,艺术协会 / 虹莺小队 / 艾拉,"【永】：【速攻】。
【自】：该牌攻击时，若我方战场的角色少于对方战场的角色，直到回合结束为止，该牌获得【贯通】。
【起】【5费】：若该牌存在于费用区且我方费用区的《艾拉·万华》为7张及以上时才能发动。选择我方战场1张该牌以外的《艾拉·万华》，将其放置到牌组底。若如此做，将该牌从费用区出场。",/card-images/BP03-045.png
BP03-046,BP03-046,艾拉·万华,BP03-誓焰破晓,R,10,冰,9,2,,角色牌,艺术协会 / 虹莺小队 / 艾拉,"【自】：该牌阻挡时，直到回合结束为止，该牌PP+3000。
【自】：对方回合中，该牌离场时，可以选择我方费用区1张费用为5及以下的《艾拉·万华》出场。因此方法出场的角色的【出icon】能力不能发动。
【起】【5费】：若该牌存在于费用区且我方费用区的《艾拉·万华》为7张及以上时才能发动。选择我方战场1张该牌以外的《艾拉·万华》，将其放置到牌组底。若如此做，将该牌从费用区出场。",/card-images/BP03-046.png
BP03-047,BP03-047,艾拉·万华,BP03-誓焰破晓,U,7,冰,5.5,2,,角色牌,艺术协会 / 虹莺小队 / 艾拉,"【永】：【速攻】。
【起】：若该牌存在于费用区且我方费用区的《艾拉·万华》为7张及以上时才能发动。可以将该牌从费用区放置到牌组底并消除【2任意信号球icon】。若如此做，选择对方战场1张费用为3及以下的角色，将其以横置状态放置到费用区。",/card-images/BP03-047.png
BP03-048,BP03-048,艾拉·万华,BP03-誓焰破晓,SR,6,冰,7,2,,角色牌,艺术协会 / 虹莺小队 / 艾拉,"【永】：【突进】。
【自】：该牌攻击时，选择我方手牌最多1张《艾拉·万华》，将其以横置状态放置到费用区。",/card-images/BP03-048.png
BP03-049,BP03-049,艾拉·万华,BP03-誓焰破晓,R,6,冰,8,2,,角色牌,艺术协会 / 虹莺小队 / 艾拉,"【起】【回合1】【2任意信号球icon】：根据因此方法消除的牌持有的信号球标记，执行以下行动。
·1种：若我方费用区的《艾拉·万华》为6张及以上，可以将该牌以横置状态放置到费用区。若如此做，选择我方费用区1张《艾拉·万华》，将其出场。
·2种及以上：直到回合结束为止，该牌获得【速攻】。",/card-images/BP03-049.png
BP03-050,BP03-050,艾拉·万华,BP03-誓焰破晓,U,4,冰,6,2,,角色牌,艺术协会 / 虹莺小队 / 艾拉,【起】：若该牌存在于费用区且我方费用区的《艾拉·万华》为6张及以上时才能发动。将该牌从费用区放置到牌组底。若如此做，选择我方战场1张《艾拉·万华》，直到回合结束为止，其PP+2000。可以追加消除【2任意信号球icon】。若如此做，追加直到回合结束为止，其获得【速攻】。,/card-images/BP03-050.png
BP03-051,BP03-051,艾拉·万华,BP03-誓焰破晓,U,5,冰,5,2,,角色牌,艺术协会 / 虹莺小队 / 艾拉,"【永】：若我方费用上限为7及以上，该牌获得【突进】，PP+1000。
【出】丢弃手牌1张冰属性的牌：将我方牌组顶1张牌以横置状态放置到费用区，选择我方费用区1张牌，将其加入手牌。若我方费用区的《艾拉·万华》为6张及以上，改为选择我方费用区最多1张牌，将其加入手牌。",/card-images/BP03-051.png
BP03-052,BP03-052,艾拉·万华,BP03-誓焰破晓,U,4,冰,4,1,,角色牌,艺术协会 / 虹莺小队 / 艾拉,【永】：若该牌存在于费用区且我方费用区的《艾拉·万华》为5张及以上，我方费用区的费用数量上限变为11。,/card-images/BP03-052.png
BP03-053,BP03-053,艾拉·万华,BP03-誓焰破晓,U,4,冰,4,2,,角色牌,艺术协会 / 虹莺小队 / 艾拉,"【永】：【充能0】。
【出】丢弃手牌1张冰属性的牌：将我方牌组顶1张牌以横置状态放置到费用区，选择我方费用区1张牌，将其加入手牌。若我方费用区的《艾拉·万华》为5张及以上，改为选择我方费用区最多1张牌，将其加入手牌。",/card-images/BP03-053.png
BP03-054,BP03-054,艾拉·万华,BP03-誓焰破晓,R,3,冰,1,1,,角色牌,艺术协会 / 虹莺小队 / 艾拉,【瞬时】：若该牌存在于费用区且角色攻击时才能发动。将该牌从费用区放置到牌组底。若如此做，选择我方战场1张<艺术协会>角色，直到那次攻击结束为止，其PP+1000。,/card-images/BP03-054.png
BP03-055,BP03-055,虹霁,BP03-誓焰破晓,U,3,冰,,,,道具牌 / 辅助机牌,,【起】横置该牌：可以将我方手牌1张《艾拉·万华》以横置状态放置到费用区。若如此做，选择我方费用区1张明费，将其加入手牌。若我方费用区的《艾拉·万华》为6张及以上，改为选择我方费用区最多1张明费，将其加入手牌。,/card-images/BP03-055.png
BP03-056,BP03-056,莉莉丝·谬影 纸牌屋,BP03-誓焰破晓,SR,6,暗,15,2,,角色牌 / 升变角色牌,升格者 / 莉莉丝,"【升变条件】 费用6以下的《莉莉丝·谬影》＆「费用上限6及以上」
【升变费用】【3费】
【升变能力】将手牌的该牌重叠在对象上方出场，获得【速攻】。
【出】：抽1张牌，丢弃1张手牌。
【起】【回合1】【2任意信号球icon】：选择我方墓地1张《莉莉丝·谬影》，选择其持有的1个【出icon】能力。该牌发动因此方法选择的【出icon】能力。那之后，将因此方法选择的《莉莉丝·谬影》从墓地放置到牌组底。",/card-images/BP03-056.png
BP03-057,BP03-057,莉莉丝·谬影,BP03-誓焰破晓,U,7,暗,5.5,2,,角色牌,升格者 / 莉莉丝,"【永】：【突进】。
【出】：可以公开我方手牌1张<莉莉丝>并将其丢弃。对方可以丢弃手牌1张费用比我方因此方法公开的牌高的牌。若未如此做，直到回合结束为止，该牌获得【贯通】。",/card-images/BP03-057.png
BP03-058,BP03-058,莉莉丝·谬影,BP03-誓焰破晓,R,5,暗,9,2,,角色牌,升格者 / 莉莉丝,【出】：公开我方牌组顶5张牌。可以选择因此方法公开的牌和我方手牌中合计5张费用递增的牌放置到墓地。若如此做，选择我方墓地1张费用为4及以下的《莉莉丝·谬影》，将其出场。那之后，将剩余因此方法公开的牌加入牌组并洗切。（例如将费用分别为0、1、2、3、4的牌放置到墓地）,/card-images/BP03-058.png
BP03-059,BP03-059,莉莉丝·谬影,BP03-誓焰破晓,SR,6,暗,4,2,,角色牌,升格者 / 莉莉丝,"【出】：可以公开我方手牌最多2张<莉莉丝>。依次公开我方牌组顶最多5张牌，根据因此方法公开的<莉莉丝>的费用合计，执行以下行动。那之后，将因此方法公开的牌加入牌组并洗切。
·费用合计为19或20：选择对方战场1张角色，直到回合结束为止，其PP-4000。
·费用合计为21：选择对方战场1张角色，直到回合结束为止，其PP-9999。",/card-images/BP03-059.png
BP03-060,BP03-060,莉莉丝·谬影,BP03-誓焰破晓,U,5,暗,4,2,,角色牌,升格者 / 莉莉丝,【出】：公开我方牌组顶3张牌。选择我方战场1张<莉莉丝>角色，因此方法公开的费用各不相同的牌每有1张，直到下个回合结束为止，其PP+1000。那之后，将因此方法公开的牌按任意顺序放置到牌组底。,/card-images/BP03-060.png
BP03-061,BP03-061,莉莉丝·谬影,BP03-誓焰破晓,R,5,暗,6,2,,角色牌,升格者 / 莉莉丝,"【出】：查看我方牌组顶1张牌，可以将其放置到墓地。
【出】：对方宣言奇数或偶数。公开我方牌组顶1张牌，若因此方法公开的牌的费用与对方宣言的不同，选择我方战场1张<莉莉丝>角色，该回合结束时，将其竖直。",/card-images/BP03-061.png
BP03-062,BP03-062,莉莉丝·谬影,BP03-誓焰破晓,R,4,暗,4,2,,角色牌,升格者 / 莉莉丝,"【永】：【充能0】。
【出】：公开我方牌组顶3张牌并将其放置到墓地。若因此方法将费用相同的牌公开，选择我方墓地最多1张<莉莉丝>，将其加入手牌。",/card-images/BP03-062.png
